title,taxon,sample_start_date,sample_start_time,sample_end_date,sample_end_time,value,sample_location_info,sample_info,sample_name,sample_sex,location_description,location_environment,study_lat_DD,study_long_DD,spatial_accuracy,location_extent,geo_datum,species_id_method,study_design,sampling_strategy,sampling_method,sampling_protocol,measurement_unit,study_collection_area,value_transform
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,1,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,1,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-13,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-13,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-13,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-13,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-13,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-13,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-06,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-06,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-06,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-06,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-06,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-30,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-30,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-30,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-30,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-30,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-30,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-30,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-16,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-16,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-16,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-16,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-16,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-16,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-09,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-26,,1,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,1,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,1,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,1,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-28,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-28,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-28,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-28,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
